,Date mutation,Nature mutation,Valeur fonciere,No voie,Type de voie,Code voie,Voie,Code postal,Commune,Code departement,Code commune,Section,No plan,Nombre de lots,Code type local,Type local,Surface reelle bati,Nombre pieces principales
1751885,20/03/2017,Vente,"440000,00",6.0,RUE,3430,EUGENE DESTEUQUE,51100.0,REIMS,51,454,CX,196,0,1.0,Maison,140.0,5.0
1751899,09/03/2017,Vente,"297670,00",23.0,BD,6690,DE LA PAIX,51100.0,REIMS,51,454,CK,128,3,2.0,Appartement,137.0,6.0
1751901,20/03/2017,Vente,"70000,00",33.0,RUE,4740,JACQUART,51100.0,REIMS,51,454,BH,134,1,2.0,Appartement,45.0,1.0
1751904,13/03/2017,Vente,"165000,00",29.0,BD,6790,PAUL DOUMER,51100.0,REIMS,51,454,IK,1362,2,2.0,Appartement,93.0,4.0
1751919,01/03/2017,Vente,"132000,00",36.0,RUE,6360,DES MURS,51100.0,REIMS,51,454,CY,69,2,2.0,Appartement,65.0,3.0
1751921,03/03/2017,Vente,"170000,00",14.0,RUE,8710,DE TOULOUSE,51100.0,REIMS,51,454,DR,402,0,1.0,Maison,65.0,4.0
1751922,13/03/2017,Vente,"345600,00",19.0,RUE,8320,DE SILLERY,51100.0,REIMS,51,454,CK,273,0,1.0,Maison,110.0,6.0
1751923,14/03/2017,Vente,"148484,00",2.0,RUE,8330,SIMON,51100.0,REIMS,51,454,DM,637,1,2.0,Appartement,77.0,3.0
1751924,06/03/2017,Vente,"51200,00",35.0,RUE,2070,CLOVIS,51100.0,REIMS,51,454,IK,623,1,2.0,Appartement,22.0,1.0
1751926,01/03/2017,Vente,"215000,00",1.0,RUE,6580,DE LA NOUE SAINT ANTOINE,51100.0,REIMS,51,454,AR,984,0,1.0,Maison,101.0,4.0
1751928,10/03/2017,Vente,"210100,00",9.0,RUE,2170,DU COLONEL FABIEN,51100.0,REIMS,51,454,HZ,98,1,2.0,Appartement,106.0,6.0
1751934,07/03/2017,Vente,"180000,00",1.0,RUE,1435,CARDINAL SUHARD,51100.0,REIMS,51,454,DM,637,1,2.0,Appartement,135.0,6.0
1751941,20/03/2017,Vente,"130000,00",14.0,RUE,7015,PIERRE DE COUBERTIN,51100.0,REIMS,51,454,AE,292,2,2.0,Appartement,72.0,4.0
1751942,08/03/2017,Vente,"167000,00",4.0,RUE,7410,REGNESSON,51100.0,REIMS,51,454,AD,41,0,1.0,Maison,70.0,4.0
1751943,09/03/2017,Vente,"91600,00",18.0,RUE,7310,PRIEUR DE LA MARNE,51100.0,REIMS,51,454,BI,264,1,2.0,Appartement,45.0,2.0
1751944,15/03/2017,Vente,"114304,00",14.0,RUE,2192,COMMANDANT ARNAUD,51100.0,REIMS,51,454,AL,419,2,2.0,Appartement,62.0,3.0
1751947,07/03/2017,Vente,"68200,00",271.0,AV,5300,DE LAON,51100.0,REIMS,51,454,AN,695,2,2.0,Appartement,48.0,2.0
1751959,09/03/2017,Vente,"51900,00",20.0,RUE,6210,DES MOISSONS,51100.0,REIMS,51,454,CW,20,2,2.0,Appartement,18.0,1.0
1751961,10/03/2017,Vente,"187300,00",13.0,RUE,8233,DE SALZBOURG,51100.0,REIMS,51,454,HV,200,0,1.0,Maison,89.0,5.0
1751965,08/03/2017,Vente,"65000,00",41.0,BD,4760,JAMIN,51100.0,REIMS,51,454,BI,343,1,2.0,Appartement,27.0,2.0
1751974,01/03/2017,Vente,"90000,00",229.0,RUE,2440,DE COURLANCY,51100.0,REIMS,51,454,DN,229,1,2.0,Appartement,48.0,1.0
1751978,24/03/2017,Vente,"280000,00",11.0,BD,7960,ST MARCEAUX,51100.0,REIMS,51,454,CK,17,2,2.0,Appartement,147.0,7.0
1751981,24/03/2017,Vente,"143450,00",10.0,RUE,0790,BENOIST MALOT,51100.0,REIMS,51,454,DV,167,2,2.0,Appartement,67.0,3.0
1751985,02/03/2017,Vente,"85000,00",47.0,RUE,1620,CHABAUD,51100.0,REIMS,51,454,IK,714,1,2.0,Appartement,29.0,1.0
1751987,08/03/2017,Vente,"145000,00",52.0,RUE,1550,CERES,51100.0,REIMS,51,454,CX,78,1,2.0,Appartement,83.0,4.0
1752004,24/03/2017,Vente,"287030,00",57.0,RUE,4740,JACQUART,51100.0,REIMS,51,454,BH,11,0,1.0,Maison,140.0,7.0
1752010,10/03/2017,Vente,"42500,00",56.0,RUE,2560,CROIX ST MARC,51100.0,REIMS,51,454,CV,404,1,2.0,Appartement,21.0,1.0
1752013,13/03/2017,Vente,"314100,00",27.0,BD,6690,DE LA PAIX,51100.0,REIMS,51,454,CK,128,4,2.0,Appartement,136.0,5.0
1752014,06/03/2017,Vente,"115000,00",95.0,RUE,0690,DU BEL AIR,51100.0,REIMS,51,454,BC,77,0,1.0,Maison,36.0,2.0
1752015,23/03/2017,Vente,"130000,00",61.0,RUE,5840,MALDAN,51100.0,REIMS,51,454,AR,143,2,2.0,Appartement,63.0,3.0
1752026,24/03/2017,Vente,"279900,00",96.0,RUE,1740,CHANZY,51100.0,REIMS,51,454,IK,126,3,2.0,Appartement,132.0,6.0
1752028,10/03/2017,Vente,"79000,00",14.0,AV,3455,DE L EUROPE,51100.0,REIMS,51,454,CN,577,1,2.0,Appartement,77.0,3.0
1752029,10/03/2017,Vente,"99000,00",180.0,RUE,1590,DE CERNAY,51100.0,REIMS,51,454,CV,142,1,1.0,Maison,135.0,6.0
1752030,07/03/2017,Vente,"135000,00",96.0,AV,3320,D EPERNAY,51100.0,REIMS,51,454,HW,387,2,2.0,Appartement,105.0,5.0
1752035,24/03/2017,Vente,"97000,00",28.0,RUE,6520,NICOLAS HENRIOT,51100.0,REIMS,51,454,CW,496,2,2.0,Appartement,48.0,2.0
1752036,24/03/2017,Vente,"180000,00",14.0,RUE,9140,DE LA VILLAGEOISE,51100.0,REIMS,51,454,DW,82,0,1.0,Maison,61.0,3.0
1752037,23/03/2017,Vente,"285000,00",10.0,RUE,8830,DES TROIS RAISINETS,51100.0,REIMS,51,454,CX,201,2,2.0,Appartement,104.0,5.0
1752038,01/03/2017,Vente,"63250,00",36.0,RUE,6360,DES MURS,51100.0,REIMS,51,454,CY,69,2,2.0,Appartement,27.0,1.0
1752041,02/03/2017,Vente,"95000,00",6.0,RUE,3100,DE L ECAILLE,51100.0,REIMS,51,454,DM,629,2,2.0,Appartement,53.0,2.0
1752043,27/03/2017,Vente,"62000,00",26.0,RUE,2450,COURMEAUX,51100.0,REIMS,51,454,BE,72,1,2.0,Appartement,25.0,1.0
1752045,02/03/2017,Vente,"174500,00",61.0,RUE,4770,DU JARD,51100.0,REIMS,51,454,IK,288,2,2.0,Appartement,68.0,3.0
1752056,03/03/2017,Vente,"124300,00",148.0,RUE,0600,DU BARBATRE,51100.0,REIMS,51,454,CZ,273,3,2.0,Appartement,60.0,2.0
1752058,16/03/2017,Vente,"45000,00",324.0,AV,5300,DE LAON,51100.0,REIMS,51,454,AM,672,2,2.0,Appartement,26.0,1.0
1752065,14/03/2017,Vente,"57000,00",5.0,RUE,2975,DR LUCIEN BETTINGER,51100.0,REIMS,51,454,AE,285,2,2.0,Appartement,72.0,4.0
1752069,23/03/2017,Vente,"90000,00",26.0,RUE,8200,STE GENEVIEVE,51100.0,REIMS,51,454,HX,185,2,2.0,Appartement,39.0,2.0
1752073,13/03/2017,Vente,"145800,00",13.0,RUE,4120,GOIOT,51100.0,REIMS,51,454,CZ,607,2,2.0,Appartement,93.0,5.0
1752079,17/03/2017,Vente,"75000,00",10.0,RUE,3480,FANART,51100.0,REIMS,51,454,AI,214,0,1.0,Maison,48.0,3.0
1752083,04/03/2017,Vente,"64000,00",91.0,BD,3950,DU GENERAL LECLERC,51100.0,REIMS,51,454,IN,22,1,2.0,Appartement,29.0,1.0
1752088,13/03/2017,Vente en l'état futur d'achèvement,"255000,00",249.0,RUE,2440,DE COURLANCY,51100.0,REIMS,51,454,DN,216,1,2.0,Appartement,77.0,3.0
1752089,15/03/2017,Vente,"127000,00",78.0,AV,4010,GEORGES CLEMENCEAU,51100.0,REIMS,51,454,CL,690,2,2.0,Appartement,77.0,4.0
1752092,10/03/2017,Vente,"50000,00",59.0,RUE,1920,DE CHEVIGNE,51100.0,REIMS,51,454,CL,33,2,2.0,Appartement,29.0,1.0
1752093,10/03/2017,Vente,"215000,00",67.0,RUE,8430,DE STRASBOURG,51100.0,REIMS,51,454,CV,552,0,1.0,Maison,131.0,7.0
1752094,28/03/2017,Vente en l'état futur d'achèvement,"135000,00",249.0,RUE,2440,DE COURLANCY,51100.0,REIMS,51,454,DN,216,1,2.0,Appartement,49.0,1.0
1752096,08/03/2017,Vente,"92000,00",29.0,RUE,5460,LESAGE,51100.0,REIMS,51,454,AW,317,1,2.0,Appartement,41.0,2.0
1752097,08/03/2017,Vente,"92000,00",29.0,RUE,5460,LESAGE,51100.0,REIMS,51,454,AW,317,1,2.0,Appartement,34.0,2.0
1752098,09/03/2017,Vente,"74000,00",67.0,RUE,3500,FAVART D HERBIGNY,51100.0,REIMS,51,454,CV,1134,1,2.0,Appartement,18.0,1.0
1752099,09/03/2017,Vente,"74000,00",67.0,RUE,3500,FAVART D HERBIGNY,51100.0,REIMS,51,454,CV,1134,1,2.0,Appartement,23.0,1.0
1752100,10/03/2017,Vente,"80650,00",12.0,RUE,6260,MONTLAURENT,51100.0,REIMS,51,454,CZ,427,1,2.0,Appartement,38.0,2.0
1752105,30/03/2017,Vente,"265300,00",23.0,RUE,2740,DERODE,51100.0,REIMS,51,454,BI,195,0,1.0,Maison,139.0,6.0
1752108,29/03/2017,Vente,"215650,00",21.0,RUE,7470,DU RENOUVEAU,51100.0,REIMS,51,454,DV,602,0,1.0,Maison,88.0,4.0
1752112,16/03/2017,Vente,"138000,00",112.0,BD,7960,ST MARCEAUX,51100.0,REIMS,51,454,CK,185,1,2.0,Appartement,76.0,3.0
1752113,17/03/2017,Vente,"164000,00",4.0,RUE,8224,DE LA SALLE,51100.0,REIMS,51,454,IL,111,2,2.0,Appartement,97.0,4.0
1752115,17/03/2017,Vente,"93500,00",86.0,RUE,4150,GOSSET,51100.0,REIMS,51,454,BC,153,2,2.0,Appartement,49.0,3.0
1752116,30/03/2017,Vente,"90000,00",1.0,RUE,8475,DE TAHURE,51100.0,REIMS,51,454,AH,485,2,2.0,Appartement,52.0,3.0
1752121,31/03/2017,Vente,"153000,00",37.0,RUE,4160,DE LA GOULETTE,51100.0,REIMS,51,454,BL,624,1,2.0,Appartement,118.0,5.0
1752122,10/03/2017,Vente,"46000,00",73.0,RUE,1360,CAMILLE LENOIR,51100.0,REIMS,51,454,BH,97,1,2.0,Appartement,20.0,1.0
1752123,29/03/2017,Vente,"40500,00",21.0,AV,4455,HENRI FARMAN,51100.0,REIMS,51,454,DH,90,1,2.0,Appartement,17.0,1.0
1752124,14/03/2017,Vente,"180000,00",77.0,RUE,9040,DE VESLE,51100.0,REIMS,51,454,IK,917,1,2.0,Appartement,55.0,4.0
1752125,29/03/2017,Vente,"210000,00",62.0,RUE,1740,CHANZY,51100.0,REIMS,51,454,IK,102,1,2.0,Appartement,69.0,3.0
1752127,20/03/2017,Vente,"54000,00",200.0,AV,4900,JEAN JAURES,51100.0,REIMS,51,454,CV,1,1,2.0,Appartement,35.0,2.0
1752128,17/03/2017,Vente,"60000,00",8.0,BD,5570,LOUIS BARTHOU,51100.0,REIMS,51,454,DT,701,0,2.0,Appartement,45.0,2.0
1752130,29/03/2017,Vente,"153000,00",30.0,RUE,6210,DES MOISSONS,51100.0,REIMS,51,454,CW,525,1,2.0,Appartement,60.0,2.0
1752134,27/03/2017,Vente,"340000,00",157.0,RUE,9040,DE VESLE,51100.0,REIMS,51,454,IK,816,0,2.0,Appartement,27.0,3.0
1752135,27/03/2017,Vente,"340000,00",157.0,RUE,9040,DE VESLE,51100.0,REIMS,51,454,IK,816,0,2.0,Appartement,24.0,3.0
1752136,27/03/2017,Vente,"340000,00",157.0,RUE,9040,DE VESLE,51100.0,REIMS,51,454,IK,816,0,2.0,Appartement,17.0,1.0
1752138,27/03/2017,Vente,"340000,00",157.0,RUE,9040,DE VESLE,51100.0,REIMS,51,454,IK,816,0,2.0,Appartement,20.0,1.0
1752139,27/03/2017,Vente,"95000,00",23.0,RUE,6863,PAUL SCHLEISS,51100.0,REIMS,51,454,HT,199,2,2.0,Appartement,60.0,3.0
1752157,07/03/2017,Vente en l'état futur d'achèvement,"211500,00",25.0,RUE,4190,DU GRAND CERF,51100.0,REIMS,51,454,CZ,317,1,2.0,Appartement,55.0,2.0
1752161,08/03/2017,Vente,"920000,00",21.0,RUE,4540,HENRI IV,51100.0,REIMS,51,454,IL,3,0,1.0,Maison,136.0,6.0
1752164,08/03/2017,Vente,"146000,00",3.0,RUE,8290,16E ET 22E DRAGONS,51100.0,REIMS,51,454,CK,17,2,2.0,Appartement,73.0,3.0
1752168,16/03/2017,Vente,"48000,00",2.0,RUE,1720,DU CHANOINE LALLEMENT,51100.0,REIMS,51,454,DT,175,2,2.0,Appartement,36.0,1.0
1752170,10/03/2017,Vente,"143000,00",20.0,BD,6690,DE LA PAIX,51100.0,REIMS,51,454,CX,106,2,2.0,Appartement,75.0,3.0
1752175,16/03/2017,Vente,"134000,00",6.0,RUE,4001,G CHARBONNEAUX NEUV,51100.0,REIMS,51,454,KK,119,0,1.0,Maison,101.0,6.0
1752179,13/03/2017,Vente,"230000,00",126.0,RUE,0200,D ALSACE LORRAINE,51100.0,REIMS,51,454,CV,1152,0,2.0,Appartement,47.0,2.0
1752181,13/03/2017,Vente,"230000,00",126.0,RUE,0200,D ALSACE LORRAINE,51100.0,REIMS,51,454,CV,1152,0,2.0,Appartement,52.0,2.0
1752182,13/03/2017,Vente,"230000,00",126.0,RUE,0200,D ALSACE LORRAINE,51100.0,REIMS,51,454,CV,1152,0,2.0,Appartement,47.0,2.0
1752183,17/03/2017,Vente,"140000,00",61.0,BD,1510,CARTERET,51100.0,REIMS,51,454,CW,633,2,2.0,Appartement,105.0,5.0
1752185,17/03/2017,Vente,"184000,00",38.0,RUE,5650,DE LOUVOIS,51100.0,REIMS,51,454,DV,639,0,2.0,Appartement,22.0,1.0
1752188,17/03/2017,Vente,"184000,00",38.0,RUE,5650,DE LOUVOIS,51100.0,REIMS,51,454,DV,639,0,2.0,Appartement,21.0,1.0
1752191,31/03/2017,Vente,"281800,00",35.0,RUE,5891,MARCEL THIL,51100.0,REIMS,51,454,AV,429,0,1.0,Maison,100.0,8.0
1752194,23/03/2017,Vente,"99000,00",249.0,RUE,2440,DE COURLANCY,51100.0,REIMS,51,454,DN,217,2,2.0,Appartement,68.0,4.0
1752197,22/03/2017,Vente,"155000,00",22.0,RUE,0950,BLAVIER,51100.0,REIMS,51,454,AX,827,1,2.0,Appartement,66.0,1.0
1752198,20/03/2017,Vente,"164000,00",10.0,RUE,5430,LEONARD DE VINCI,51100.0,REIMS,51,454,AO,385,0,1.0,Maison,70.0,4.0
1752199,16/03/2017,Vente,"340000,00",6.0,RUE,8250,DE SAVOYE,51100.0,REIMS,51,454,BH,57,0,2.0,Appartement,19.0,1.0
1752200,16/03/2017,Vente,"340000,00",6.0,RUE,8250,DE SAVOYE,51100.0,REIMS,51,454,BH,57,0,2.0,Appartement,18.0,1.0
1752202,16/03/2017,Vente,"340000,00",6.0,RUE,8250,DE SAVOYE,51100.0,REIMS,51,454,BH,57,0,2.0,Appartement,39.0,2.0
1752203,16/03/2017,Vente,"340000,00",6.0,RUE,8250,DE SAVOYE,51100.0,REIMS,51,454,BH,57,0,2.0,Appartement,53.0,3.0
1752205,16/03/2017,Vente,"340000,00",6.0,RUE,8250,DE SAVOYE,51100.0,REIMS,51,454,BH,57,0,2.0,Appartement,53.0,2.0
1752206,20/03/2017,Vente,"74500,00",32.0,RUE,5920,M CLEMENCE FOURIAUX,51100.0,REIMS,51,454,AV,1052,1,2.0,Appartement,48.0,3.0
1752207,16/03/2017,Vente,"137300,00",11.0,RUE,8310,DE SIDI BEL ABBES,51100.0,REIMS,51,454,CS,161,0,1.0,Maison,71.0,4.0
1752208,07/03/2017,Vente,"140000,00",115.0,RUE,5460,LESAGE,51100.0,REIMS,51,454,AY,494,2,2.0,Appartement,63.0,3.0
1752212,23/03/2017,Vente,"97000,00",48.0,RUE,1280,BRULEE,51100.0,REIMS,51,454,IK,542,1,2.0,Appartement,54.0,3.0
1752215,22/03/2017,Vente en l'état futur d'achèvement,"120000,00",25.0,RUE,4190,DU GRAND CERF,51100.0,REIMS,51,454,CZ,317,2,2.0,Appartement,29.0,1.0
1752218,24/03/2017,Vente,"173000,00",21.0,ALL,1725,CH NICOLAS ROLAND,51100.0,REIMS,51,454,DM,458,2,2.0,Appartement,121.0,6.0
1752220,16/03/2017,Vente,"110510,00",6.0,RUE,5340,LECOINTRE,51100.0,REIMS,51,454,AV,194,3,2.0,Appartement,47.0,2.0
1752223,18/03/2017,Vente en l'état futur d'achèvement,"163554,00",65.0,RUE,6230,DU MONT D ARENE,51100.0,REIMS,51,454,AT,9,1,2.0,Appartement,43.0,2.0
1752230,07/03/2017,Vente,"95000,00",12.0,RUE,3680,FORTEL,51100.0,REIMS,51,454,AR,470,2,2.0,Appartement,73.0,3.0
1752262,10/03/2017,Vente,"117500,00",1.0,RUE,2810,DIDEROT,51100.0,REIMS,51,454,CX,128,2,2.0,Appartement,41.0,1.0
1752263,29/03/2017,Vente,"89000,00",77.0,RUE,8950,DE VENISE,51100.0,REIMS,51,454,CY,434,1,2.0,Appartement,48.0,2.0
1752266,17/03/2017,Vente,"130000,00",58.0,RUE,0435,DE L ATTEIGNANT,51100.0,REIMS,51,454,BK,267,0,1.0,Maison,70.0,3.0
1752268,24/03/2017,Vente,"151000,00",9.0,RUE,2440,DE COURLANCY,51100.0,REIMS,51,454,HX,554,1,2.0,Appartement,87.0,4.0
1752272,10/03/2017,Vente,"150000,00",3.0,AV,4010,GEORGES CLEMENCEAU,51100.0,REIMS,51,454,CK,29,2,2.0,Appartement,73.0,4.0
1752275,30/03/2017,Vente,"75500,00",41.0,AV,5300,DE LAON,51100.0,REIMS,51,454,AT,101,1,2.0,Appartement,55.0,2.0
1752277,21/03/2017,Vente en l'état futur d'achèvement,"160000,00",65.0,RUE,6230,DU MONT D ARENE,51100.0,REIMS,51,454,AT,9,1,2.0,Appartement,42.0,2.0
1752297,22/03/2017,Vente,"209000,00",8.0,RUE,2810,DIDEROT,51100.0,REIMS,51,454,CX,242,2,2.0,Appartement,69.0,4.0
1752299,24/03/2017,Vente,"184400,00",8.0,RUE,1880,CHAVAILLIAUD,51100.0,REIMS,51,454,CV,606,1,2.0,Appartement,68.0,3.0
1752315,13/03/2017,Vente,"98000,00",27.0,BD,6690,DE LA PAIX,51100.0,REIMS,51,454,CK,128,2,2.0,Appartement,41.0,1.0
1752317,17/03/2017,Vente,"181700,00",26.0,RUE,0037,ALBERT CALMETTE NEUV,51100.0,REIMS,51,454,KK,314,0,1.0,Maison,103.0,5.0
1752326,29/03/2017,Vente,"191685,00",39.0,BD,2930,DOCTEUR HENRI HENROT,51100.0,REIMS,51,454,DM,663,2,2.0,Appartement,104.0,6.0
1752335,04/04/2017,Vente,"100500,00",3.0,ALL,0788,B FRANKLIN NEUV,51100.0,REIMS,51,454,KK,684,2,2.0,Appartement,64.0,3.0
1752338,23/03/2017,Vente,"107500,00",1.0,BD,9070,VICTOR HUGO,51100.0,REIMS,51,454,CZ,450,2,2.0,Appartement,65.0,4.0
1752339,30/03/2017,Vente,"183000,00",24.0,BD,7550,ROBESPIERRE,51100.0,REIMS,51,454,AX,893,0,1.0,Maison,103.0,4.0
1752341,28/03/2017,Vente,"62000,00",32.0,BD,4760,JAMIN,51100.0,REIMS,51,454,BI,854,1,2.0,Appartement,38.0,1.0
1752344,31/03/2017,Vente,"83600,00",1.0,RUE,6835,PAUL VERLAINE,51100.0,REIMS,51,454,AD,521,2,2.0,Appartement,65.0,3.0
1752346,29/03/2017,Vente,"100000,00",15.0,RUE,6000,MARTEAU,51100.0,REIMS,51,454,CV,34,2,2.0,Appartement,81.0,4.0
1752353,28/03/2017,Vente en l'état futur d'achèvement,"242000,00",65.0,RUE,6230,DU MONT D ARENE,51100.0,REIMS,51,454,AT,9,1,2.0,Appartement,66.0,3.0
1752356,21/03/2017,Vente,"750500,00",1.0,RUE,7400,RAYMOND GUYOT,51100.0,REIMS,51,454,BH,164,0,1.0,Maison,300.0,7.0
1752359,27/03/2017,Vente en l'état futur d'achèvement,"151600,00",65.0,RUE,6230,DU MONT D ARENE,51100.0,REIMS,51,454,AT,9,1,2.0,Appartement,42.0,2.0
1752361,28/03/2017,Vente en l'état futur d'achèvement,"400000,00",65.0,RUE,6230,DU MONT D ARENE,51100.0,REIMS,51,454,AT,9,1,2.0,Appartement,104.0,4.0
1752365,03/04/2017,Vente,"70000,00",11.0,RUE,6210,DES MOISSONS,51100.0,REIMS,51,454,CW,637,1,2.0,Appartement,36.0,1.0
1752373,05/04/2017,Vente,"84000,00",5.0,RUE,3010,DOM PERIGNON,51100.0,REIMS,51,454,CV,1001,2,2.0,Appartement,37.0,2.0
1752374,05/04/2017,Vente,"110000,00",93.0,RUE,3850,GAMBETTA,51100.0,REIMS,51,454,CY,690,1,2.0,Appartement,58.0,2.0
1752375,07/04/2017,Vente,"124610,00",14.0,RUE,4290,GUERNIER,51100.0,REIMS,51,454,BI,627,2,2.0,Appartement,72.0,4.0
1752382,24/03/2017,Vente,"392250,00",36.0,RUE,8500,DE TALLEYRAND,51100.0,REIMS,51,454,IL,317,3,2.0,Appartement,135.0,5.0
1752388,21/03/2017,Vente,"158000,00",23.0,RUE,4525,HONORE DE BALZAC,51100.0,REIMS,51,454,AD,504,0,1.0,Maison,63.0,5.0
1752390,31/03/2017,Vente,"73000,00",55.0,BD,3950,DU GENERAL LECLERC,51100.0,REIMS,51,454,IM,341,2,2.0,Appartement,28.0,1.0
1752391,17/03/2017,Vente,"157500,00",2.0,RUE,7720,DU RUISSELET,51100.0,REIMS,51,454,DM,632,2,2.0,Appartement,70.0,4.0
1752541,31/03/2017,Vente,"55010,00",2.0,RUE,2570,CROUTELLE,51100.0,REIMS,51,454,AV,129,1,2.0,Appartement,36.0,1.0
1752546,29/03/2017,Vente en l'état futur d'achèvement,"131756,00",65.0,RUE,6230,DU MONT D ARENE,51100.0,REIMS,51,454,AT,9,1,2.0,Appartement,42.0,2.0
1752548,15/03/2017,Vente,"262000,00",32.0,RUE,2840,DIEU LUMIERE,51100.0,REIMS,51,454,DM,98,3,2.0,Appartement,95.0,3.0
1752549,05/04/2017,Vente,"300000,00",32.0,RUE,0870,DE BETHENY,51100.0,REIMS,51,454,BI,73,0,1.0,Maison,189.0,7.0
1752551,28/03/2017,Vente,"130000,00",3.0,RUE,1220,DE BREST,51100.0,REIMS,51,454,DR,222,0,1.0,Maison,60.0,4.0
1752553,05/04/2017,Vente,"96000,00",48.0,RUE,5400,LEON FAUCHER,51100.0,REIMS,51,454,BC,29,1,2.0,Appartement,73.0,3.0
1752554,29/03/2017,Vente en l'état futur d'achèvement,"370000,00",65.0,RUE,6230,DU MONT D ARENE,51100.0,REIMS,51,454,AT,9,1,2.0,Appartement,82.0,4.0
1752557,03/04/2017,Vente en l'état futur d'achèvement,"101459,40",,RUE,0910,DE BEZANNES,51100.0,REIMS,51,454,HW,135,1,2.0,Appartement,22.0,1.0
1752558,04/04/2017,Vente en l'état futur d'achèvement,"130995,00",412.0,AV,5300,DE LAON,51100.0,REIMS,51,454,AE,142,1,2.0,Appartement,60.0,2.0
1752563,22/03/2017,Vente,"67250,00",31.0,RUE,3000,DOCTEUR THOMAS,51100.0,REIMS,51,454,AW,513,2,2.0,Appartement,37.0,1.0
1752566,28/03/2017,Vente en l'état futur d'achèvement,"151000,00",67.0,BD,6790,PAUL DOUMER,51100.0,REIMS,51,454,IK,356,1,2.0,Appartement,49.0,2.0
1752567,28/03/2017,Vente,"77880,00",3.0,RUE,5825,DE LA MAISON BLANCHE,51100.0,REIMS,51,454,DV,480,1,2.0,Appartement,35.0,2.0
1752568,21/03/2017,Vente,"79000,00",3.0,RUE,5825,DE LA MAISON BLANCHE,51100.0,REIMS,51,454,DV,480,1,2.0,Appartement,34.0,2.0
1752571,20/03/2017,Vente,"255000,00",32.0,RUE,4070,GERUZEZ,51100.0,REIMS,51,454,AR,163,1,2.0,Appartement,91.0,4.0
1752581,22/03/2017,Vente,"154000,00",20.0,RUE,4930,JEAN MERMOZ,51100.0,REIMS,51,454,CO,215,0,1.0,Maison,80.0,5.0
1752582,29/03/2017,Vente,"160000,00",12.0,RUE,7566,ROGER CAILLOIS,51100.0,REIMS,51,454,HK,114,0,1.0,Maison,101.0,5.0
1752590,16/03/2017,Vente,"155000,00",155.0,RUE,1590,DE CERNAY,51100.0,REIMS,51,454,CV,96,1,2.0,Appartement,67.0,3.0
1752635,27/03/2017,Vente,"74000,00",133.0,RUE,2440,DE COURLANCY,51100.0,REIMS,51,454,HY,161,1,2.0,Appartement,42.0,1.0
1752639,30/03/2017,Vente,"100000,00",82.0,RUE,1640,DU CHALET,51100.0,REIMS,51,454,BK,150,0,1.0,Maison,60.0,4.0
1752657,30/03/2017,Vente,"563000,00",3.0,RUE,3650,FOLLE PEINE,51100.0,REIMS,51,454,CY,433,0,1.0,Maison,161.0,6.0
1752660,30/03/2017,Vente en l'état futur d'achèvement,"371018,00",65.0,RUE,6230,DU MONT D ARENE,51100.0,REIMS,51,454,AT,9,1,2.0,Appartement,95.0,4.0
1752667,17/03/2017,Vente,"76500,00",237.0,RUE,2440,DE COURLANCY,51100.0,REIMS,51,454,DN,217,2,2.0,Appartement,42.0,2.0
1752669,31/03/2017,Vente,"60000,00",15.0,RUE,7405,RAYMOND POINCARE,51100.0,REIMS,51,454,AE,117,1,2.0,Appartement,70.0,4.0
1752678,29/03/2017,Vente,"100000,00",105.0,RUE,1030,DE LA BONNE FEMME,51100.0,REIMS,51,454,DO,481,0,1.0,Maison,140.0,5.0
1752679,03/04/2017,Vente,"133000,00",75.0,AV,4900,JEAN JAURES,51100.0,REIMS,51,454,BI,755,1,2.0,Appartement,55.0,3.0
1752682,04/04/2017,Vente,"97500,00",27.0,BD,6690,DE LA PAIX,51100.0,REIMS,51,454,CK,128,2,2.0,Appartement,41.0,1.0
1752683,05/04/2017,Vente,"90000,00",21.0,RUE,9210,DE WITRY,51100.0,REIMS,51,454,CT,186,2,2.0,Appartement,63.0,3.0
1752687,30/03/2017,Vente,"164000,00",13.0,RUE,1730,CHANTERAINE,51100.0,REIMS,51,454,DM,634,2,2.0,Appartement,93.0,5.0
1752691,31/03/2017,Vente,"119000,00",25.0,BD,1510,CARTERET,51100.0,REIMS,51,454,CV,836,2,2.0,Appartement,43.0,2.0
1752711,21/03/2017,Vente,"133000,00",58.0,RUE,4440,HENRI BARBUSSE,51100.0,REIMS,51,454,CL,356,2,2.0,Appartement,71.0,3.0
1752712,07/04/2017,Vente,"197000,00",84.0,RUE,4320,GUSTAVE LAURENT,51100.0,REIMS,51,454,CL,400,0,1.0,Maison,75.0,4.0
1752713,12/04/2017,Vente,"237000,00",109.0,RUE,6830,P VAILLANT COUTURIER,51100.0,REIMS,51,454,AN,597,0,1.0,Maison,108.0,5.0
1752717,05/04/2017,Vente,"208000,00",8.0,RUE,0760,DE LA BELLE IMAGE,51100.0,REIMS,51,454,BE,250,3,2.0,Appartement,63.0,3.0
1752718,07/04/2017,Vente,"71300,00",340.0,AV,5300,DE LAON,51100.0,REIMS,51,454,AM,837,2,2.0,Appartement,67.0,4.0
1752719,20/03/2017,Vente,"219497,00",2.0,RUE,1550,CERES,51100.0,REIMS,51,454,CX,39,1,2.0,Appartement,49.0,2.0
